211,0.780041,1.08148,0.989962,0,0,0
211,0.260929,0.778892,0.90245,0,0,0
2212,0.773022,0.185953,0.642428,4,0.1019,0
211,0.476997,0.445561,0.951471,0,0,0
2212,2.12329,0.337332,0.908652,0,0.0343786,0.0492561
321,2.63233,0.273068,0.958445,0,0.0314946,0.0540627
2212,0.994278,0.392439,0.72881,0,0.0639963,0.143328
211,0.42359,0.243869,0.931093,0,0,0
211,0.403296,0.694215,0.958553,0,0,0
2212,1.38262,0.436689,0.844835,0,0.200275,0.0536507
2212,1.13313,0.276831,0.781295,0,0.0440375,0.0939803
2212,0.656291,0.542507,0.560291,0,0.0834058,0
2212,2.07721,0.130479,0.909951,0,0.0361639,0.0459602
2212,3.57107,0.247136,0.968986,0,0.0270085,0.258915
211,1.41192,0.143469,1.00494,0,0,0
211,0.612497,0.809353,0.982344,0,0,0
2212,0.79881,0.432641,0.652044,16,0.124559,0
211,3.34096,0.183772,0.985459,39,0.0397345,0.165164
2212,0.818341,0.591057,0.65914,0,0,0
321,1.80652,0.343288,0.974702,0,0.0250401,0.212497
211,0.533303,0.590071,0.765945,0,0,0
211,0.413367,0.625137,0.94688,0,0,0
321,2.09094,0.34314,0.979985,0,0.174365,0.177066
2212,1.02174,0.250047,0.746794,0,0.0503548,0
211,0.749371,0.438213,0.985463,0,0.0287022,0.0483864
321,2.327,0.239495,0.970382,0,0.0229343,0.0459144
211,1.66445,0.171676,0.97554,0,0.0661936,0.167865
2212,1.06783,0.382293,0.748847,0,0.106661,0
211,1.11788,0.45768,1.00723,0,0.129229,0.155917
2212,0.699016,0.421012,0.606672,0,0.07187,0
2212,1.46807,0.453622,0.830444,0,0.0274205,0.0619364
2212,1.03731,0.207644,0.748188,0,0.0535592,0.0747539
211,0.387121,0.793282,0.929699,0,0,0
211,0.363317,1.07525,0.950328,62,0,0
211,0.328832,0.434471,0.908222,0,0,0
211,0.256046,0.623478,0.876954,0,0,0
211,1.37301,0.252451,0.89386,0,0.0927901,0
2212,0.936751,0.420329,0.710791,0,0.100389,0.0551614
211,0.9691,0.187262,1.02379,0,0.043534,0.0638132
211,1.67773,0.390936,1.01709,0,0.029572,0
2212,0.859236,0.282623,0.683798,0,0.0857862,0.0454108
211,0.361639,0.793596,0.935712,0,0,0
2212,2.52903,0.369131,0.938744,0,0.0261387,0.0555276
2212,1.13451,0.424166,0.786815,0,0,0.0793317
2212,3.02373,0.176794,0.964958,0,0.271916,0.434104
2212,0.63798,0.541505,0.544885,0,0,0
211,0.365911,0.86631,0.927583,0,0,0
211,0.203708,1.67427,0.80442,0,0,0
211,2.54826,0.376823,0.9937,0,0.026276,0.0770886
2212,1.59289,0.230974,0.85638,0,0.109865,0.0637675
2212,2.02121,0.47092,0.905769,0,0.0578164,0.142458
2212,1.09331,0.277635,0.751329,0,0.0795605,0.115999
2212,1.70367,0.204751,0.889238,0,0.289723,0.0499428
2212,1.346,0.250275,0.814795,0,0.0597848,0.067155
2212,1.82086,0.468156,0.880351,0,0.0448615,0.152438
211,0.418555,0.568431,0.93077,0,0,0
2212,0.746624,0.670408,0.6097,0,0,0
211,0.971389,0.399572,0.987271,0,0.0712749,0
211,1.21019,0.640396,0.495265,0,0,0
2212,0.593423,0.497159,0.541819,0,0.0500801,0
211,1.98459,0.402891,0.996386,0,0.0332341,0.542458
2212,0.71931,0.578134,0.609428,0,0.114076,0
211,0.806592,0.490803,0.975823,0,0.135363,0.0382239
2212,2.37385,0.124368,0.935817,0,0.0292973,0.0488441
211,0.5066,0.686261,0.976273,0,0,0
2212,1.02342,0.73289,0.749774,0,0,0
211,0.990158,0.41284,0.98132,0,0.0299382,0.0487068
211,1.56939,0.418745,0.992974,0,0.265644,0
211,0.350805,0.845793,0.92504,0,0,0
2212,1.47372,0.156362,0.826493,0,0.0789654,0
211,0.342107,0.252042,0.912987,0,0,0
2212,2.74235,0.485934,0.943676,0,0.0542458,0.135409
211,0.590219,0.61895,0.978432,0,0,0
211,0.901961,0.479861,0.975502,0,0.019913,0.0948501
2212,1.02464,0.868192,0.729944,0,0,0
211,0.280766,0.639646,0.887125,94,0,0
211,1.30694,0.409638,0.998954,0,0.0307164,0.150286
211,0.223392,1.22762,0.851202,0,0,0
211,1.89776,0.117279,0.99948,0,0,0
321,1.17586,0.527123,0.909964,0,0.0918746,0.0461433
211,0.817121,0.919185,0.996283,0,0,0
2212,1.28161,0.250247,0.814236,0,0.0420691,0.0766766
2212,1.1809,0.487952,0.785479,0,0.0490272,0.0914168
321,0.991989,0.36694,0.888283,0,0.0233463,0.0690776
321,3.48425,0.330279,1.00328,0,0.0215152,0.0429389
211,0.412299,0.752572,0.946315,0,0,0
211,0.330663,1.13967,0.929745,211,0,0
211,0.457313,1.24951,0.940131,0,0,0
211,2.36347,0.434216,1.01246,0,0.0362554,0.0855573
211,1.61746,0.153664,0.999732,0,0.0277409,0.0485695
211,2.2826,0.128885,0.981807,0,0.0276036,0.044358
2212,1.52941,0.245645,0.847228,0,0.0554818,0.258228
211,0.28748,0.575748,0.89116,0,0,0
211,0.335393,1.21127,0.927549,0,0,0
2212,0.902266,0.210611,0.693598,0,0.0822614,0
211,0.283513,0.835063,0.882626,0,0,0
2212,1.90997,0.348746,0.891879,0,0.0779126,0
211,1.07637,0.458132,0.992885,0,0.0319524,0.0517739
211,1.05318,0.471738,1.00327,0,0.0452735,0.0590066
211,0.492256,0.33302,0.967097,0,0.0444038,0.0467384
2212,1.20531,0.27213,0.802338,0,0.0434424,0.085008
